corpusid,title,domain,url,section,paragraph,answer,filtered_refids,filtered_refids_qualified,num_reference,segmented_answer,beginning_sentence,question,QA pair,score_of_answer_topic_sentence,score_of_answer_standalone,score_of_answer_synthesis,score_of_answer_coherence,score_of_answer_legibility,score_of_answer_coherence_seperated,score_of_answer_coherence_diff,score_of_answer_standalone_hardrule,score_of_answer_standalone_diff,score_of_answer_depthness
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s24,p24.2,"Subword Embeddings-In subword embeddings, the vocabulary consists of characters and the most frequent subwords and words. The main principle driving the subword embedding vocabulary construction is that frequent words should be represented as a single word and rare words should be represented in terms of meaningful subwords. Subword embedding vocabularies are always moderate in size as they use sub-words to represent rare and misspelled words. Some of the popular algorithms to generate vocabulary for sub-word embeddings are Byte-Pair Encoding (BPE) [76], Byte-Level BPE [77], Word-Piece [30], Unigram [78], and Sentencepiece [79].","['b78', 'b76', 'b79', 'b29', 'b77']","[True, True, True, True, True]",5,"1. Subword Embeddings-In subword embeddings, the vocabulary consists of characters and the most frequent subwords and words.
2. The main principle driving the subword embedding vocabulary construction is that frequent words should be represented as a single word and rare words should be represented in terms of meaningful subwords.
3. Subword embedding vocabularies are always moderate in size as they use sub-words to represent rare and misspelled words.
4. Some of the popular algorithms to generate vocabulary for sub-word embeddings are Byte-Pair Encoding (BPE)
5. [76], Byte-Level BPE [77], Word-Piece [30], Unigram [78], and Sentencepiece [79].","Subword Embeddings-In subword embeddings, the vocabulary consists of characters and the most frequent subwords and words.",What are the principles and popular algorithms of subword embeddings?,"Question: What are the principles and popular algorithms of subword embeddings?

1. Subword Embeddings-In subword embeddings, the vocabulary consists of characters and the most frequent subwords and words.
2. The main principle driving the subword embedding vocabulary construction is that frequent words should be represented as a single word and rare words should be represented in terms of meaningful subwords.
3. Subword embedding vocabularies are always moderate in size as they use sub-words to represent rare and misspelled words.
4. Some of the popular algorithms to generate vocabulary for sub-word embeddings are Byte-Pair Encoding (BPE)
5. [76], Byte-Level BPE [77], Word-Piece [30], Unigram [78], and Sentencepiece [79].",0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.8,0.1999999999999999,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s24,p24.5,"SentencePiece [79] -A common problem in BPE and WordPiece is that they assume that words in the input sentences are separated by space. However, this assumption is not applicable in all languages. To overcome this, SentencePiece treats space as a character and includes it in the base vocabulary. The final vocabulary is generated iteratively using BPE or Unigram. XLNet [81], ALBERT [15], and T5 [4] models use SentencePiece embeddings.","['b79', 'b14', 'b81']","[True, True, True]",3,"1. SentencePiece [79] -A common problem in BPE and WordPiece is that they assume that words in the input sentences are separated by space.
2. However, this assumption is not applicable in all languages.
3. To overcome this, SentencePiece treats space as a character and includes it in the base vocabulary.
4. The final vocabulary is generated iteratively using BPE or Unigram.
5. XLNet [81], ALBERT [15], and T5 [4] models use SentencePiece embeddings.",SentencePiece [79] -A common problem in BPE and WordPiece is that they assume that words in the input sentences are separated by space.,How does SentencePiece address space assumption issues in tokenization for various languages?,"Question: How does SentencePiece address space assumption issues in tokenization for various languages?

1. SentencePiece [79] -A common problem in BPE and WordPiece is that they assume that words in the input sentences are separated by space.
2. However, this assumption is not applicable in all languages.
3. To overcome this, SentencePiece treats space as a character and includes it in the base vocabulary.
4. The final vocabulary is generated iteratively using BPE or Unigram.
5. XLNet [81], ALBERT [15], and T5 [4] models use SentencePiece embeddings.",1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s24,p24.6,"Unigram [78] -Unigram is similar to BPE and Word-Piece in fixing the vocabulary size at the beginning itself. BPE and Word-piece start with a small base vocabulary and then augments the base vocabulary for a certain number of iterations. Unlike BPE and Word-Piece, Unigram starts with a large base vocabulary and then iteratively trims the symbols to arrive at a small final vocabulary. It is not used directly in any of the models. SentencePiece uses the Unigram algorithm to generate the final vocabulary.",['b78'],[True],1,"1. Unigram [78] -Unigram is similar to BPE and Word-Piece in fixing the vocabulary size at the beginning itself.
2. BPE and Word-piece start with a small base vocabulary and then augments the base vocabulary for a certain number of iterations.
3. Unlike BPE and Word-Piece, Unigram starts with a large base vocabulary and then iteratively trims the symbols to arrive at a small final vocabulary.
4. It is not used directly in any of the models.
5. SentencePiece uses the Unigram algorithm to generate the final vocabulary.",Unigram [78] -Unigram is similar to BPE and Word-Piece in fixing the vocabulary size at the beginning itself.,How does Unigram's approach to vocabulary size differ from BPE and Word-Piece?,"Question: How does Unigram's approach to vocabulary size differ from BPE and Word-Piece?

1. Unigram [78] -Unigram is similar to BPE and Word-Piece in fixing the vocabulary size at the beginning itself.
2. BPE and Word-piece start with a small base vocabulary and then augments the base vocabulary for a certain number of iterations.
3. Unlike BPE and Word-Piece, Unigram starts with a large base vocabulary and then iteratively trims the symbols to arrive at a small final vocabulary.
4. It is not used directly in any of the models.
5. SentencePiece uses the Unigram algorithm to generate the final vocabulary.",0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s24,p24.7,"Code embeddings -Code embeddings map the given sequence of codes into a sequence of vectors. For example, in the case of models like BERT-EHR [32], MedBERT [31], and BEHRT [27], the input is not a sequence of words. Instead, input is patient visits. Each patient visit is represented as a sequence of codes. The number of code embeddings varies from model to model. For example, MedBERT and BEHRT include embeddings only for disease codes while BERT-EHR includes embeddings for disease, medication, procedure, and clinical notes.","['b26', 'b30', 'b31']","[True, True, True]",3,"1. Code embeddings -Code embeddings map the given sequence of codes into a sequence of vectors.
2. For example, in the case of models like BERT-EHR [32], MedBERT [31], and BEHRT [27], the input is not a sequence of words.
3. Instead, input is patient visits.
4. Each patient visit is represented as a sequence of codes.
5. The number of code embeddings varies from model to model.
6. For example, MedBERT and BEHRT include embeddings only for disease codes while BERT-EHR includes embeddings for disease, medication, procedure, and clinical notes.",Code embeddings -Code embeddings map the given sequence of codes into a sequence of vectors.,"What are code embeddings and how do they vary among models like BERT-EHR, MedBERT, and BEHRT?","Question: What are code embeddings and how do they vary among models like BERT-EHR, MedBERT, and BEHRT?

1. Code embeddings -Code embeddings map the given sequence of codes into a sequence of vectors.
2. For example, in the case of models like BERT-EHR [32], MedBERT [31], and BEHRT [27], the input is not a sequence of words.
3. Instead, input is patient visits.
4. Each patient visit is represented as a sequence of codes.
5. The number of code embeddings varies from model to model.
6. For example, MedBERT and BEHRT include embeddings only for disease codes while BERT-EHR includes embeddings for disease, medication, procedure, and clinical notes.",0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s25,p25.0,"Main embeddings represent the given input sequence in low dimensional space. The purpose of auxiliary embeddings is to provide additional information to the model so that the model can learn better. For each input token, a representation vector is obtained by summing the main and two or more auxiliary embeddings. The various auxiliary embeddings are Position Embeddings -Position embeddings enhance the final input representation of a token by providing its position information in the input sequence. As there is no convolution or recurrence layers which can learn the order of input tokens automatically, we need to explicitly provide the location of each token in the input sequence through position embeddings. Position embeddings can be pre-determined [27], [32] or learned during model pretraining [2].","['b26', 'b1', 'b31']","[True, True, True]",3,"1. Main embeddings represent the given input sequence in low dimensional space.
2. The purpose of auxiliary embeddings is to provide additional information to the model so that the model can learn better.
3. For each input token, a representation vector is obtained by summing the main and two or more auxiliary embeddings.
4. The various auxiliary embeddings are Position Embeddings -Position embeddings enhance the final input representation of a token by providing its position information in the input sequence.
5. As there is no convolution or recurrence layers which can learn the order of input tokens automatically, we need to explicitly provide the location of each token in the input sequence through position embeddings.
6. Position embeddings can be pre-determined [27], [32] or learned during model pretraining [2].",Main embeddings represent the given input sequence in low dimensional space.,What is the purpose and types of auxiliary embeddings in model training?,"Question: What is the purpose and types of auxiliary embeddings in model training?

1. Main embeddings represent the given input sequence in low dimensional space.
2. The purpose of auxiliary embeddings is to provide additional information to the model so that the model can learn better.
3. For each input token, a representation vector is obtained by summing the main and two or more auxiliary embeddings.
4. The various auxiliary embeddings are Position Embeddings -Position embeddings enhance the final input representation of a token by providing its position information in the input sequence.
5. As there is no convolution or recurrence layers which can learn the order of input tokens automatically, we need to explicitly provide the location of each token in the input sequence through position embeddings.
6. Position embeddings can be pre-determined [27], [32] or learned during model pretraining [2].",1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.8333333333333334,-0.3333333333333333,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s31,p31.0,"In the last few decades, the amount of biomedical literature is growing at a rapid scale. As knowledge discovery from biomedical literature is useful in many applications, biomedical text mining is gaining popularity in the research community [16]. However, biomedical text significantly differs from the general text with a lot of domain-specific words. As a result, the performance of general T-PLMs is limited in many of the tasks. So, biomedical researchers focused on developing in-domain T-PLMs to handle biomedical text. PubMed and PMC are the two popular sources of biomedical text. PubMed con-  tains only biomedical literature citations and abstracts only while PMC contains full-text biomedical articles. As of March 2020, PubMed includes 30M citations and abstracts while PMC contains 7.5M full-text articles. Due to the large collection and broad coverage, these two are the first choice to pretrain T-BPLMs [16], [43], [96].","['b15', 'b42', 'b96']","[True, True, True]",3,"1. In the last few decades, the amount of biomedical literature is growing at a rapid scale.
2. As knowledge discovery from biomedical literature is useful in many applications, biomedical text mining is gaining popularity in the research community [16].
3. However, biomedical text significantly differs from the general text with a lot of domain-specific words.
4. As a result, the performance of general T-PLMs is limited in many of the tasks.
5. So, biomedical researchers focused on developing in-domain T-PLMs to handle biomedical text.
6. PubMed and PMC are the two popular sources of biomedical text.
7. PubMed con-  tains only biomedical literature citations and abstracts only while PMC contains full-text biomedical articles.
8. As of March 2020, PubMed includes 30M citations and abstracts while PMC contains 7.5M full-text articles.
9. Due to the large collection and broad coverage, these two are the first choice to pretrain T-BPLMs [16], [43], [96].","In the last few decades, the amount of biomedical literature is growing at a rapid scale.",Why is biomedical text mining becoming increasingly popular in research?,"Question: Why is biomedical text mining becoming increasingly popular in research?

1. In the last few decades, the amount of biomedical literature is growing at a rapid scale.
2. As knowledge discovery from biomedical literature is useful in many applications, biomedical text mining is gaining popularity in the research community [16].
3. However, biomedical text significantly differs from the general text with a lot of domain-specific words.
4. As a result, the performance of general T-PLMs is limited in many of the tasks.
5. So, biomedical researchers focused on developing in-domain T-PLMs to handle biomedical text.
6. PubMed and PMC are the two popular sources of biomedical text.
7. PubMed con-  tains only biomedical literature citations and abstracts only while PMC contains full-text biomedical articles.
8. As of March 2020, PubMed includes 30M citations and abstracts while PMC contains 7.5M full-text articles.
9. Due to the large collection and broad coverage, these two are the first choice to pretrain T-BPLMs [16], [43], [96].",1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s31,p31.1,"As DSPT is expensive, most of the works developed in-domain T-PLMs by initializing from general BERT models and then further pretraining on biomedical text. BioBERT [16] is the first biomedical pre-trained language model which is obtained by further pretraining general BERT on biomedical literature. BioBERTpt-bio [97] is obtained by further pretraining BERT Multilingual (base) on Brazilian biomedical corpus -scientific papers from PubMed (0.8M-only literature titles) + Scielo (health -12.4M + biological-3.2M: both titles and abstracts). BioMedBERT [100] is obtained by further pretraining BERT-large on BREATHE 1.0 corpus. BioMedBERT outperformed BioBERT on biomedical question answering.","['b15', 'b100', 'b97']","[True, True, True]",3,"1. As DSPT is expensive, most of the works developed in-domain T-PLMs by initializing from general BERT models and then further pretraining on biomedical text.
2. BioBERT [16] is the first biomedical pre-trained language model which is obtained by further pretraining general BERT on biomedical literature.
3. BioBERTpt-bio [97] is obtained by further pretraining BERT Multilingual (base) on Brazilian biomedical corpus -scientific papers from PubMed (0.8M-only literature titles) + Scielo (health -12.4M + biological-3.2M: both titles and abstracts).
4. BioMedBERT [100] is obtained by further pretraining BERT-large on BREATHE 1.0 corpus.
5. BioMedBERT outperformed BioBERT on biomedical question answering.","As DSPT is expensive, most of the works developed in-domain T-PLMs by initializing from general BERT models and then further pretraining on biomedical text.",How are biomedical pre-trained language models like BioBERT and BioMedBERT developed?,"Question: How are biomedical pre-trained language models like BioBERT and BioMedBERT developed?

1. As DSPT is expensive, most of the works developed in-domain T-PLMs by initializing from general BERT models and then further pretraining on biomedical text.
2. BioBERT [16] is the first biomedical pre-trained language model which is obtained by further pretraining general BERT on biomedical literature.
3. BioBERTpt-bio [97] is obtained by further pretraining BERT Multilingual (base) on Brazilian biomedical corpus -scientific papers from PubMed (0.8M-only literature titles) + Scielo (health -12.4M + biological-3.2M: both titles and abstracts).
4. BioMedBERT [100] is obtained by further pretraining BERT-large on BREATHE 1.0 corpus.
5. BioMedBERT outperformed BioBERT on biomedical question answering.",0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s32,p32.0,"It is difficult to obtain a large amount of in-domain text in some cases. For example, MIMIC [87], [88] is the largest publicly available dataset of medical records.  The MIMIC dataset is small compared to the general Wikipedia corpus or biomedical scientific literature (from PubMed + PMC). However, to pretrain a transformer-based PLM from scratch, we require large volumes of text. To overcome this, some of the models are pretrained on general + in-domain text [41], [104] or, in-domain + related domain text [18], [28], [43], [97]. For example, BERT (jpCR+jpW) [ Table 6 contains hybrid corpora-based T-BPLMs.","['b104', 'b87', 'b27', 'b42', 'b88', None, 'b17', 'b97', 'b40']","[True, True, True, True, True, True, True, True, True]",9,"1. It is difficult to obtain a large amount of in-domain text in some cases.
2. For example, MIMIC [87], [88] is the largest publicly available dataset of medical records.
3. The MIMIC dataset is small compared to the general Wikipedia corpus or biomedical scientific literature (from PubMed + PMC).
4. However, to pretrain a transformer-based PLM from scratch, we require large volumes of text.
5. To overcome this, some of the models are pretrained on general + in-domain text [41], [104] or, in-domain + related domain text [18], [28], [43], [97].
6. For example, BERT (jpCR+jpW) [ Table 6 contains hybrid corpora-based T-BPLMs.",It is difficult to obtain a large amount of in-domain text in some cases.,What challenges exist in pretraining transformer-based PLMs with in-domain text?,"Question: What challenges exist in pretraining transformer-based PLMs with in-domain text?

1. It is difficult to obtain a large amount of in-domain text in some cases.
2. For example, MIMIC [87], [88] is the largest publicly available dataset of medical records.
3. The MIMIC dataset is small compared to the general Wikipedia corpus or biomedical scientific literature (from PubMed + PMC).
4. However, to pretrain a transformer-based PLM from scratch, we require large volumes of text.
5. To overcome this, some of the models are pretrained on general + in-domain text [41], [104] or, in-domain + related domain text [18], [28], [43], [97].
6. For example, BERT (jpCR+jpW) [ Table 6 contains hybrid corpora-based T-BPLMs.",1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.6666666666666666,-0.1666666666666666,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s36,p36.0,"CPT allows the general T-PLMs to adapt to in-domain by further pretraining on large volumes of the in-domain corpus. As these models contain vocabulary, which is learned over general text, they cannot represent indomain words in a meaningful way as many of the indomain words are split into a number of subwords. This kind of representation increases the overall length of the input as well as hinders the model learning. DSPT or SPT allows the model to have an in-domain vocabulary that is learned over in-domain text. However, both these approaches involve learning the model parameters from scratch which is highly expensive. These approaches being expensive, are far away from the small research labs, and with long runtimes, they are environmentally unfriendly also [122], [123].","['b123', 'b122']","[True, True]",2,"1. CPT allows the general T-PLMs to adapt to in-domain by further pretraining on large volumes of the in-domain corpus.
2. As these models contain vocabulary, which is learned over general text, they cannot represent indomain words in a meaningful way as many of the indomain words are split into a number of subwords.
3. This kind of representation increases the overall length of the input as well as hinders the model learning.
4. DSPT or SPT allows the model to have an in-domain vocabulary that is learned over in-domain text.
5. However, both these approaches involve learning the model parameters from scratch which is highly expensive.
6. These approaches being expensive, are far away from the small research labs, and with long runtimes, they are environmentally unfriendly also [122], [123].",CPT allows the general T-PLMs to adapt to in-domain by further pretraining on large volumes of the in-domain corpus.,How do CPT and DSPT/SPT adapt T-PLMs to in-domain tasks and their limitations?,"Question: How do CPT and DSPT/SPT adapt T-PLMs to in-domain tasks and their limitations?

1. CPT allows the general T-PLMs to adapt to in-domain by further pretraining on large volumes of the in-domain corpus.
2. As these models contain vocabulary, which is learned over general text, they cannot represent indomain words in a meaningful way as many of the indomain words are split into a number of subwords.
3. This kind of representation increases the overall length of the input as well as hinders the model learning.
4. DSPT or SPT allows the model to have an in-domain vocabulary that is learned over in-domain text.
5. However, both these approaches involve learning the model parameters from scratch which is highly expensive.
6. These approaches being expensive, are far away from the small research labs, and with long runtimes, they are environmentally unfriendly also [122], [123].",0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,-0.5,1.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s36,p36.1,"Recently there is raising interest in the biomedical research community to adapt general T-PLMs models to in-domain in a low cost way and the models contain in-domain vocabulary also [122], [123]. These models are referred to as Green Models as they are developed in a low cost environment-friendly approach. GreenBioBERT [122] -extends general BERT to the biomedical domain by refining the embedding layer with domain-specific word vectors. The authors generated indomain vocabulary using Word2Vec and then aligned them with general WordPiece vectors. With the addition of domain-specific word vectors, the model acquires domain-specific knowledge. The authors showed that GreenBioBERT achieves competitive performance compared to BioBERT in entity extraction. This approach is completely inexpensive as it requires only CPU. exBERT [123] -extends general BERT to the biomedical domain by refining the model with two additions a) in-domain WordPiece vocabulary in addition to existing general domain WordPiece vocabulary b) extension module. The in-domain WordPiece vectors and extension module parameters are learned during pretraining on biomedical text. During pretraining, as the parameters of general BERT are kept fixed, this approach is quite inexpensive. Table 9 contains summary of Green T-BPLMs.","['b123', 'b122']","[True, True]",2,"1. Recently there is raising interest in the biomedical research community to adapt general T-PLMs models to in-domain in a low cost way and the models contain in-domain vocabulary also [122], [123].
2. These models are referred to as Green Models as they are developed in a low cost environment-friendly approach.
3. GreenBioBERT [122] -extends general BERT to the biomedical domain by refining the embedding layer with domain-specific word vectors.
4. The authors generated indomain vocabulary using Word2Vec and then aligned them with general WordPiece vectors.
5. With the addition of domain-specific word vectors, the model acquires domain-specific knowledge.
6. The authors showed that GreenBioBERT achieves competitive performance compared to BioBERT in entity extraction.
7. This approach is completely inexpensive as it requires only CPU.
8. exBERT [123] -extends general BERT to the biomedical domain by refining the model with two additions a) in-domain WordPiece vocabulary in addition to existing general domain WordPiece vocabulary b) extension module.
9. The in-domain WordPiece vectors and extension module parameters are learned during pretraining on biomedical text.
10. During pretraining, as the parameters of general BERT are kept fixed, this approach is quite inexpensive.
11. Table 9 contains summary of Green T-BPLMs.","Recently there is raising interest in the biomedical research community to adapt general T-PLMs models to in-domain in a low cost way and the models contain in-domain vocabulary also [122], [123].",What are Green Models and how do they adapt T-PLMs for the biomedical domain?,"Question: What are Green Models and how do they adapt T-PLMs for the biomedical domain?

1. Recently there is raising interest in the biomedical research community to adapt general T-PLMs models to in-domain in a low cost way and the models contain in-domain vocabulary also [122], [123].
2. These models are referred to as Green Models as they are developed in a low cost environment-friendly approach.
3. GreenBioBERT [122] -extends general BERT to the biomedical domain by refining the embedding layer with domain-specific word vectors.
4. The authors generated indomain vocabulary using Word2Vec and then aligned them with general WordPiece vectors.
5. With the addition of domain-specific word vectors, the model acquires domain-specific knowledge.
6. The authors showed that GreenBioBERT achieves competitive performance compared to BioBERT in entity extraction.
7. This approach is completely inexpensive as it requires only CPU.
8. exBERT [123] -extends general BERT to the biomedical domain by refining the model with two additions a) in-domain WordPiece vocabulary in addition to existing general domain WordPiece vocabulary b) extension module.
9. The in-domain WordPiece vectors and extension module parameters are learned during pretraining on biomedical text.
10. During pretraining, as the parameters of general BERT are kept fixed, this approach is quite inexpensive.
11. Table 9 contains summary of Green T-BPLMs.",0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.8181818181818182,-0.8181818181818182,0.0
233481730,AMMU : A Survey of Transformer-based Biomedical Pretrained Language Models,"Computer Science, Linguistics, Medicine",https://www.semanticscholar.org/paper/420c897bc67e6f438db522d919d925df1a10aa8c,s40,p40.0,"Natural Language Inference (NLI) is an important NLP task that requires sentence-level semantics. It involves identifying the relationship between a pair of sentences i.e., whether the second sentence entails or contradicts or neural with the first sentence. Training the model on NLI datasets helps the models to learn sentence-level semantics, which is useful in many tasks like paraphrase mining, information retrieval [136] in the general domain and medical concept normalization [137], [138], semantic relatedness [139], question answering [66] in the biomedical domain. NLI is framed as a three-way sentence pair classification problem. Here models like BERT learn the representation of given two sentences jointly and the three-way task-specific softmax classifier predicts the relationship between the given sentence pair. MedNLI [61] is the in-domain NLI dataset with around 14k instances generated from MIMIC-III [88] clinical notes. As MedNLI contains sentence pairs taken from EHRs, Kanakarajan et al. [140] further pretrained BioBERT [16] on MIMIC-III and then fine-tuned the model on MedNLI to achieve an accuracy of 83.45%. Cengiz et al. [55] applied an ensemble of two BioBERT models and achieved an accuracy of 84.7%. The authors fine-tuned each of the BioBERT models on general NLI datasets like SNLI [59] and MultiNLI [60] and then finetuned them on MedNLI.","['b137', 'b139', 'b138', 'b58', 'b136', 'b60', 'b59', 'b88', 'b140', 'b54', 'b66', 'b15']","[True, True, True, True, True, True, True, True, True, True, True, True]",12,"1. Natural Language Inference (NLI) is an important NLP task that requires sentence-level semantics.
2. It involves identifying the relationship between a pair of sentences i.e., whether the second sentence entails or contradicts or neural with the first sentence.
3. Training the model on NLI datasets helps the models to learn sentence-level semantics, which is useful in many tasks like paraphrase mining, information retrieval [136] in the general domain and medical concept normalization [137], [138], semantic relatedness [139], question answering [66] in the biomedical domain.
4. NLI is framed as a three-way sentence pair classification problem.
5. Here models like BERT learn the representation of given two sentences jointly and the three-way task-specific softmax classifier predicts the relationship between the given sentence pair.
6. MedNLI [61] is the in-domain NLI dataset with around 14k instances generated from MIMIC-III [88] clinical notes.
7. As MedNLI contains sentence pairs taken from EHRs, Kanakarajan et al. [140] further pretrained BioBERT [16] on MIMIC-III and then fine-tuned the model on MedNLI to achieve an accuracy of 83.45%.
8. Cengiz et al. [136]0 applied an ensemble of two BioBERT models and achieved an accuracy of 84.7%.
9. The authors fine-tuned each of the BioBERT models on general NLI datasets like SNLI [136]1 and MultiNLI [136]2 and then finetuned them on MedNLI.",Natural Language Inference (NLI) is an important NLP task that requires sentence-level semantics.,What is Natural Language Inference and its significance in NLP?,"Question: What is Natural Language Inference and its significance in NLP?

1. Natural Language Inference (NLI) is an important NLP task that requires sentence-level semantics.
2. It involves identifying the relationship between a pair of sentences i.e., whether the second sentence entails or contradicts or neural with the first sentence.
3. Training the model on NLI datasets helps the models to learn sentence-level semantics, which is useful in many tasks like paraphrase mining, information retrieval [136] in the general domain and medical concept normalization [137], [138], semantic relatedness [139], question answering [66] in the biomedical domain.
4. NLI is framed as a three-way sentence pair classification problem.
5. Here models like BERT learn the representation of given two sentences jointly and the three-way task-specific softmax classifier predicts the relationship between the given sentence pair.
6. MedNLI [61] is the in-domain NLI dataset with around 14k instances generated from MIMIC-III [88] clinical notes.
7. As MedNLI contains sentence pairs taken from EHRs, Kanakarajan et al. [140] further pretrained BioBERT [16] on MIMIC-III and then fine-tuned the model on MedNLI to achieve an accuracy of 83.45%.
8. Cengiz et al. [136]0 applied an ensemble of two BioBERT models and achieved an accuracy of 84.7%.
9. The authors fine-tuned each of the BioBERT models on general NLI datasets like SNLI [136]1 and MultiNLI [136]2 and then finetuned them on MedNLI.",1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,-0.5,1.0
